wavelength_nm	intensity
638.806000	3644
638.654000	3633
638.502000	3612
638.349000	3637
638.197000	3667
638.045000	3656
637.892000	3627
637.740000	3608
637.588000	3620
637.435000	3660
637.283000	3683
637.131000	3687
636.979000	3642
636.826000	3604
636.674000	3621
636.521000	3665
636.369000	3672
636.217000	3623
636.065000	3652
635.912000	3675
635.760000	3660
635.608000	3676
635.455000	3633
635.303000	3631
635.151000	3640
634.998000	3626
634.846000	3625
634.694000	3654
634.541000	3662
634.389000	3666
634.237000	3679
634.084000	3705
633.932000	3664
633.780000	3621
633.627000	3620
633.475000	3635
633.323000	3680
633.170000	3677
633.018000	3663
632.866000	3655
632.713000	3690
632.561000	3683
632.409000	3638
632.256000	3621
632.104000	3629
631.952000	3691
631.799000	3653
631.647000	3660
631.495000	3692
631.342000	3634
631.190000	3649
631.038000	3658
630.885000	3648
630.733000	3668
630.581000	3665
630.428000	3647
630.276000	3684
630.124000	3676
629.971000	3637
629.819000	3645
629.667000	3682
629.514000	3655
629.362000	3638
629.210000	3607
629.057000	3666
628.905000	3678
628.753000	3672
628.600000	3655
628.448000	3677
628.296000	3707
628.143000	3690
627.991000	3656
627.839000	3678
627.686000	3659
627.534000	3662
627.382000	3682
627.229000	3686
627.077000	3692
626.925000	3700
626.772000	3712
626.620000	3685
626.468000	3638
626.315000	3678
626.163000	3673
626.011000	3637
625.858000	3656
625.706000	3667
625.554000	3657
625.401000	3692
625.249000	3712
625.097000	3716
624.944000	3682
624.792000	3694
624.640000	3712
624.487000	3702
624.335000	3719
624.183000	3698
624.030000	3682
623.878000	3693
623.726000	3694
623.573000	3664
623.421000	3663
623.269000	3653
623.116000	3659
622.964000	3678
622.812000	3719
622.659000	3699
622.507000	3676
622.355000	3689
622.202000	3693
622.050000	3629
621.898000	3676
621.745000	3697
621.593000	3695
621.441000	3751
621.288000	3760
621.136000	3707
620.984000	3719
620.831000	3675
620.679000	3634
620.527000	3678
620.374000	3688
620.222000	3701
620.070000	3720
619.917000	3684
619.765000	3689
619.613000	3710
619.460000	3738
619.308000	3702
619.156000	3646
619.003000	3649
618.851000	3664
618.699000	3678
618.546000	3683
618.394000	3701
618.242000	3731
618.089000	3708
617.937000	3706
617.785000	3709
617.632000	3691
617.480000	3680
617.328000	3690
617.175000	3670
617.023000	3661
616.871000	3687
616.718000	3683
616.566000	3735
616.414000	3718
616.261000	3650
616.109000	3652
615.957000	3655
615.804000	3661
615.652000	3687
615.500000	3732
615.347000	3721
615.195000	3722
615.043000	3698
614.890000	3702
614.738000	3677
614.586000	3657
614.433000	3668
614.281000	3688
614.129000	3721
613.976000	3727
613.824000	3710
613.672000	3700
613.519000	3707
613.367000	3694
613.215000	3731
613.063000	3726
612.910000	3708
612.758000	3690
612.606000	3700
612.453000	3722
612.301000	3704
612.149000	3709
611.996000	3695
611.844000	3752
611.692000	3727
611.539000	3702
611.387000	3744
611.235000	3754
611.082000	3712
610.930000	3723
610.778000	3738
610.625000	3736
610.473000	3726
610.321000	3688
610.168000	3716
610.016000	3731
609.864000	3739
609.711000	3713
609.559000	3692
609.407000	3710
609.254000	3730
609.102000	3754
608.950000	3738
608.797000	3687
608.645000	3692
608.493000	3697
608.340000	3708
608.188000	3736
608.036000	3744
607.883000	3734
607.731000	3731
607.579000	3741
607.426000	3745
607.274000	3731
607.122000	3706
606.969000	3694
606.817000	3695
606.665000	3687
606.512000	3677
606.360000	3703
606.208000	3712
606.055000	3687
605.903000	3703
605.751000	3720
605.598000	3699
605.446000	3737
605.294000	3761
605.141000	3732
604.989000	3737
604.837000	3705
604.684000	3707
604.532000	3705
604.380000	3707
604.227000	3697
604.075000	3657
603.923000	3700
603.770000	3682
603.618000	3703
603.466000	3758
603.313000	3722
603.161000	3705
603.009000	3703
602.856000	3706
602.704000	3681
602.552000	3676
602.399000	3737
602.247000	3763
602.095000	3713
601.942000	3702
601.790000	3714
601.638000	3766
601.485000	3792
601.333000	3793
601.181000	3758
601.028000	3709
600.876000	3709
600.724000	3740
600.571000	3739
600.419000	3717
600.267000	3739
600.114000	3731
599.962000	3700
599.810000	3698
599.657000	3710
599.505000	3735
599.353000	3724
599.200000	3729
599.048000	3752
598.896000	3722
598.743000	3761
598.591000	3777
598.439000	3743
598.286000	3734
598.134000	3712
597.982000	3705
597.829000	3697
597.677000	3731
597.525000	3771
597.372000	3755
597.220000	3730
597.068000	3768
596.915000	3753
596.763000	3712
596.611000	3690
596.458000	3696
596.306000	3694
596.154000	3688
596.001000	3723
595.849000	3755
595.697000	3717
595.544000	3736
595.392000	3760
595.240000	3756
595.087000	3751
594.935000	3715
594.783000	3737
594.630000	3753
594.478000	3751
594.326000	3770
594.173000	3761
594.021000	3744
593.869000	3779
593.716000	3730
593.564000	3697
593.412000	3725
593.259000	3748
593.107000	3735
592.955000	3740
592.802000	3738
592.650000	3748
592.498000	3737
592.345000	3780
592.193000	3742
592.041000	3718
591.888000	3724
591.736000	3721
591.584000	3762
591.431000	3783
591.279000	3780
591.127000	3728
590.974000	3723
590.822000	3718
590.670000	3705
590.517000	3726
590.365000	3706
590.213000	3714
590.060000	3753
589.908000	3737
589.756000	3739
589.603000	3719
589.451000	3720
589.299000	3738
589.146000	3720
588.994000	3736
588.842000	3696
588.689000	3704
588.537000	3740
588.385000	3756
588.233000	3761
588.080000	3713
587.928000	3711
587.776000	3747
587.623000	3761
587.471000	3747
587.319000	3710
587.166000	3757
587.014000	3790
586.862000	3775
586.709000	3743
586.557000	3732
586.405000	3754
586.252000	3756
586.100000	3760
585.948000	3729
585.795000	3723
585.643000	3751
585.491000	3731
585.338000	3718
585.186000	3731
585.034000	3718
584.881000	3705
584.729000	3726
584.577000	3729
584.424000	3751
584.272000	3728
584.120000	3703
583.967000	3757
583.815000	3770
583.663000	3750
583.510000	3727
583.358000	3717
583.206000	3705
583.053000	3711
582.901000	3707
582.749000	3744
582.596000	3738
582.444000	3752
582.292000	3739
582.139000	3732
581.987000	3727
581.835000	3771
581.682000	3729
581.530000	3746
581.378000	3763
581.225000	3745
581.073000	3724
580.921000	3696
580.768000	3726
580.616000	3732
580.464000	3720
580.311000	3709
580.159000	3713
580.007000	3773
579.854000	3730
579.702000	3740
579.550000	3782
579.397000	3761
579.245000	3742
579.093000	3746
578.940000	3773
578.788000	3716
578.636000	3678
578.483000	3707
578.331000	3737
578.179000	3719
578.026000	3723
577.874000	3718
577.722000	3706
577.569000	3692
577.417000	3726
577.265000	3673
577.112000	3657
576.960000	3722
576.810000	3696
576.660000	3723
576.510000	3754
576.360000	3745
576.210000	3766
576.060000	3775
575.910000	3724
575.760000	3705
575.610000	3681
575.460000	3709
575.311000	3743
575.161000	3741
575.011000	3734
574.861000	3723
574.711000	3712
574.561000	3713
574.411000	3740
574.261000	3702
574.111000	3690
573.961000	3710
573.811000	3747
573.661000	3731
573.511000	3715
573.361000	3722
573.211000	3725
573.061000	3746
572.911000	3716
572.761000	3710
572.611000	3710
572.461000	3696
572.312000	3715
572.162000	3741
572.012000	3756
571.862000	3738
571.712000	3742
571.562000	3730
571.412000	3698
571.262000	3719
571.112000	3714
570.962000	3733
570.812000	3720
570.662000	3718
570.512000	3713
570.362000	3726
570.212000	3716
570.062000	3717
569.912000	3706
569.762000	3717
569.612000	3706
569.462000	3711
569.312000	3718
569.163000	3720
569.013000	3725
568.863000	3711
568.713000	3696
568.563000	3698
568.413000	3668
568.263000	3660
568.113000	3697
567.963000	3703
567.813000	3738
567.663000	3723
567.513000	3711
567.363000	3748
567.213000	3729
567.063000	3685
566.913000	3692
566.763000	3721
566.613000	3695
566.463000	3710
566.313000	3689
566.164000	3721
566.014000	3744
565.864000	3715
565.714000	3706
565.564000	3693
565.414000	3703
565.264000	3722
565.114000	3713
564.964000	3683
564.814000	3681
564.664000	3701
564.514000	3716
564.364000	3715
564.214000	3714
564.064000	3719
563.914000	3669
563.764000	3694
563.614000	3744
563.464000	3739
563.314000	3723
563.164000	3705
563.015000	3704
562.865000	3727
562.715000	3736
562.565000	3707
562.415000	3722
562.265000	3711
562.115000	3716
561.965000	3706
561.815000	3756
561.665000	3777
561.515000	3732
561.365000	3706
561.215000	3712
561.065000	3706
560.915000	3708
560.765000	3716
560.615000	3679
560.465000	3672
560.315000	3715
560.165000	3715
560.015000	3713
559.866000	3720
559.716000	3718
559.566000	3683
559.416000	3698
559.266000	3695
559.116000	3682
558.966000	3691
558.816000	3720
558.666000	3719
558.516000	3691
558.366000	3725
558.216000	3752
558.066000	3705
557.916000	3708
557.766000	3752
557.616000	3718
557.466000	3705
557.316000	3700
557.166000	3703
557.016000	3704
556.866000	3706
556.717000	3713
556.567000	3690
556.417000	3697
556.267000	3777
556.117000	3773
555.967000	3721
555.817000	3702
555.667000	3740
555.517000	3726
555.367000	3717
555.217000	3689
555.067000	3679
554.917000	3672
554.767000	3696
554.617000	3699
554.467000	3714
554.317000	3726
554.167000	3735
554.017000	3711
553.867000	3722
553.718000	3678
553.568000	3700
553.418000	3718
553.268000	3690
553.118000	3679
552.968000	3721
552.818000	3732
552.668000	3764
552.518000	3748
552.368000	3735
552.218000	3683
552.068000	3655
551.918000	3687
551.768000	3700
551.618000	3710
551.468000	3713
551.318000	3722
551.168000	3727
551.018000	3720
550.868000	3714
550.718000	3702
550.569000	3693
550.419000	3710
550.269000	3731
550.119000	3726
549.969000	3742
549.819000	3724
549.669000	3713
549.519000	3717
549.369000	3689
549.219000	3674
549.069000	3675
548.919000	3698
548.769000	3743
548.619000	3766
548.469000	3767
548.319000	3776
548.169000	3738
548.019000	3703
547.869000	3676
547.719000	3712
547.570000	3688
547.420000	3701
547.270000	3680
547.120000	3689
546.970000	3710
546.820000	3694
546.670000	3708
546.520000	3722
546.370000	3697
546.220000	3672
546.070000	3686
545.923000	3728
545.777000	3696
545.630000	3714
545.484000	3759
545.337000	3736
545.191000	3695
545.044000	3707
544.897000	3703
544.751000	3715
544.604000	3700
544.458000	3700
544.311000	3699
544.164000	3657
544.018000	3664
543.871000	3694
543.725000	3705
543.578000	3706
543.432000	3690
543.285000	3713
543.138000	3686
542.992000	3712
542.845000	3706
542.699000	3684
542.552000	3708
542.405000	3694
542.259000	3691
542.112000	3714
541.966000	3718
541.819000	3688
541.673000	3694
541.526000	3681
541.379000	3715
541.233000	3727
541.086000	3724
540.940000	3728
540.793000	3735
540.646000	3684
540.500000	3662
540.353000	3724
540.207000	3741
540.060000	3665
539.914000	3710
539.767000	3732
539.620000	3716
539.474000	3700
539.327000	3732
539.181000	3698
539.034000	3698
538.887000	3687
538.741000	3671
538.594000	3668
538.448000	3663
538.301000	3692
538.155000	3695
538.008000	3688
537.861000	3678
537.715000	3620
537.568000	3657
537.422000	3684
537.275000	3676
537.128000	3689
536.982000	3719
536.835000	3699
536.689000	3699
536.542000	3703
536.396000	3682
536.249000	3693
536.102000	3707
535.956000	3668
535.809000	3681
535.663000	3677
535.516000	3684
535.369000	3684
535.223000	3676
535.076000	3658
534.930000	3662
534.783000	3684
534.637000	3677
534.490000	3662
534.343000	3700
534.197000	3692
534.050000	3687
533.904000	3686
533.757000	3702
533.610000	3685
533.464000	3638
533.317000	3697
533.171000	3675
533.024000	3664
532.878000	3720
532.731000	3708
532.584000	3683
532.438000	3704
532.291000	3712
532.145000	3715
531.998000	3672
531.851000	3717
531.705000	3714
531.558000	3668
531.412000	3649
531.265000	3654
531.119000	3694
530.972000	3701
530.825000	3709
530.679000	3693
530.532000	3630
530.386000	3650
530.239000	3652
530.093000	3697
529.946000	3693
529.799000	3681
529.653000	3706
529.506000	3718
529.360000	3713
529.213000	3695
529.066000	3669
528.920000	3666
528.773000	3670
528.627000	3654
528.480000	3673
528.334000	3716
528.187000	3696
528.040000	3683
527.894000	3697
527.747000	3683
527.601000	3695
527.454000	3694
527.307000	3698
527.161000	3721
527.014000	3707
526.868000	3661
526.721000	3670
526.575000	3686
526.428000	3670
526.281000	3680
526.135000	3682
525.988000	3652
525.842000	3658
525.695000	3712
525.548000	3720
525.402000	3696
525.255000	3658
525.109000	3682
524.962000	3715
524.816000	3679
524.669000	3720
524.522000	3720
524.376000	3669
524.229000	3644
524.083000	3654
523.936000	3680
523.789000	3681
523.643000	3680
523.496000	3701
523.350000	3651
523.203000	3648
523.057000	3635
522.910000	3671
522.763000	3733
522.617000	3698
522.470000	3710
522.324000	3698
522.177000	3686
522.030000	3670
521.884000	3630
521.737000	3670
521.591000	3701
521.444000	3691
521.298000	3675
521.151000	3656
521.004000	3686
520.858000	3766
520.711000	3685
520.565000	3651
520.418000	3674
520.271000	3655
520.125000	3662
519.978000	3679
519.832000	3674
519.685000	3658
519.539000	3722
519.392000	3703
519.245000	3666
519.099000	3652
518.952000	3679
518.806000	3665
518.659000	3688
518.513000	3689
518.366000	3687
518.219000	3670
518.073000	3695
517.926000	3682
517.780000	3659
517.633000	3662
517.486000	3673
517.340000	3655
517.193000	3668
517.047000	3648
516.900000	3656
516.754000	3682
516.607000	3712
516.460000	3692
516.314000	3676
516.167000	3660
516.021000	3648
515.874000	3641
515.727000	3654
515.581000	3658
515.434000	3680
515.288000	3663
515.141000	3652
514.995000	3670
514.848000	3618
514.701000	3590
514.555000	3671
514.408000	3680
514.262000	3637
514.115000	3664
513.968000	3690
513.822000	3677
513.675000	3695
513.529000	3689
513.382000	3647
513.236000	3640
513.089000	3663
512.942000	3671
512.796000	3667
512.649000	3676
512.503000	3708
512.356000	3704
512.209000	3619
512.063000	3625
511.916000	3609
511.770000	3625
511.623000	3657
511.477000	3645
511.330000	3643
511.183000	3676
511.037000	3654
510.890000	3636
510.744000	3645
510.597000	3656
510.450000	3625
510.304000	3612
510.157000	3628
510.011000	3651
509.864000	3671
509.718000	3663
509.571000	3648
509.424000	3627
509.278000	3630
509.131000	3655
508.985000	3638
508.838000	3674
508.691000	3664
508.545000	3630
508.398000	3638
508.252000	3645
508.105000	3637
507.959000	3634
507.812000	3642
507.665000	3663
507.519000	3624
507.372000	3639
507.226000	3668
507.079000	3649
506.932000	3622
506.786000	3599
506.639000	3608
506.493000	3658
506.346000	3650
506.200000	3615
506.053000	3597
505.906000	3612
505.760000	3593
505.613000	3594
505.467000	3622
505.320000	3646
505.173000	3632
505.027000	3622
504.880000	3630
504.734000	3597
504.587000	3595
504.441000	3600
504.294000	3608
504.147000	3631
504.001000	3621
503.854000	3600
503.708000	3621
503.561000	3644
503.415000	3682
503.268000	3621
503.121000	3586
502.975000	3633
502.828000	3625
502.682000	3599
502.535000	3615
502.388000	3606
502.242000	3640
502.095000	3625
501.949000	3603
501.802000	3590
501.656000	3576
501.509000	3609
501.362000	3615
501.216000	3611
501.069000	3628
500.923000	3608
500.776000	3632
500.629000	3617
500.483000	3590
500.336000	3618
500.190000	3639
500.043000	3627
499.897000	3624
499.750000	3607
499.603000	3642
499.457000	3632
499.310000	3606
499.164000	3595
499.017000	3600
498.870000	3582
498.724000	3560
498.577000	3551
498.431000	3540
498.284000	3609
498.138000	3627
497.991000	3593
497.844000	3598
497.698000	3593
497.551000	3575
497.405000	3599
497.258000	3631
497.111000	3587
496.965000	3582
496.818000	3632
496.672000	3630
496.525000	3605
496.379000	3619
496.232000	3616
496.085000	3573
495.939000	3580
495.792000	3598
495.646000	3608
495.499000	3606
495.352000	3605
495.206000	3634
495.059000	3616
494.913000	3599
494.766000	3619
494.620000	3560
494.473000	3586
494.326000	3615
494.180000	3599
494.033000	3597
493.887000	3599
493.740000	3592
493.593000	3582
493.447000	3593
493.300000	3594
493.154000	3573
493.007000	3588
492.861000	3578
492.714000	3576
492.567000	3592
492.421000	3625
492.274000	3591
492.128000	3585
491.981000	3607
491.834000	3598
491.688000	3553
491.541000	3576
491.395000	3603
491.248000	3534
491.102000	3553
490.955000	3605
490.808000	3568
490.662000	3569
490.515000	3610
490.369000	3571
490.222000	3561
490.076000	3574
489.929000	3595
489.782000	3578
489.636000	3589
489.489000	3623
489.343000	3619
489.196000	3623
489.049000	3604
488.903000	3573
488.756000	3552
488.610000	3548
488.463000	3550
488.317000	3536
488.170000	3594
488.023000	3613
487.877000	3597
487.730000	3597
487.584000	3586
487.437000	3561
487.290000	3563
487.144000	3557
486.997000	3579
486.851000	3560
486.704000	3572
486.558000	3584
486.411000	3552
486.264000	3547
486.118000	3541
485.971000	3543
485.825000	3570
485.678000	3595
485.531000	3584
485.385000	3567
485.238000	3558
485.092000	3566
484.945000	3575
484.799000	3559
484.652000	3584
484.505000	3563
484.359000	3567
484.212000	3561
484.066000	3552
483.919000	3569
483.772000	3538
483.626000	3550
483.479000	3582
483.333000	3579
483.186000	3565
483.040000	3558
482.893000	3564
482.746000	3580
482.600000	3602
482.453000	3574
482.307000	3584
482.160000	3573
482.013000	3553
481.867000	3547
481.720000	3531
481.574000	3540
481.427000	3549
481.281000	3544
481.134000	3539
480.987000	3555
480.841000	3532
480.694000	3570
480.548000	3574
480.401000	3571
480.254000	3503
480.108000	3547
479.961000	3589
479.815000	3573
479.668000	3577
479.522000	3592
479.375000	3631
479.228000	3649
479.082000	3572
478.935000	3528
478.789000	3543
478.642000	3575
478.495000	3558
478.349000	3573
478.202000	3607
478.056000	3585
477.909000	3560
477.763000	3588
477.616000	3611
477.469000	3593
477.323000	3593
477.176000	3608
477.030000	3566
476.883000	3584
476.736000	3618
476.590000	3626
476.443000	3610
476.297000	3596
476.150000	3600
476.004000	3598
475.857000	3574
475.710000	3534
475.564000	3540
475.417000	3558
475.271000	3560
475.124000	3555
474.978000	3620
474.831000	3616
474.684000	3618
474.538000	3571
474.391000	3583
474.245000	3604
474.098000	3644
473.951000	3640
473.805000	3606
473.658000	3590
473.512000	3611
473.365000	3631
473.219000	3615
473.072000	3582
472.925000	3565
472.779000	3588
472.632000	3616
472.486000	3599
472.339000	3594
472.192000	3646
472.046000	3647
471.899000	3625
471.753000	3634
471.606000	3550
471.460000	3559
471.313000	3606
471.166000	3621
471.020000	3594
470.873000	3588
470.727000	3622
470.580000	3639
470.433000	3626
470.287000	3605
470.140000	3561
469.994000	3556
469.847000	3591
469.701000	3620
469.554000	3635
469.407000	3633
469.261000	3637
469.114000	3589
468.968000	3602
468.821000	3617
468.674000	3600
468.528000	3614
468.381000	3618
468.235000	3603
468.088000	3660
467.942000	3679
467.795000	3654
467.648000	3656
467.502000	3659
467.355000	3648
467.209000	3632
467.062000	3607
466.915000	3647
466.769000	3661
466.622000	3653
466.476000	3643
466.329000	3640
466.183000	3664
466.036000	3686
465.889000	3625
465.743000	3658
465.596000	3692
465.450000	3680
465.303000	3662
465.156000	3667
465.010000	3671
464.863000	3680
464.717000	3675
464.570000	3646
464.424000	3643
464.277000	3668
464.130000	3654
463.984000	3659
463.837000	3690
463.691000	3681
463.544000	3686
463.397000	3671
463.251000	3682
463.104000	3669
462.958000	3637
462.811000	3663
462.665000	3661
462.518000	3644
462.371000	3679
462.225000	3710
462.078000	3680
461.932000	3696
461.785000	3728
461.639000	3683
461.492000	3704
461.345000	3675
461.199000	3694
461.052000	3695
460.906000	3670
460.759000	3714
460.612000	3724
460.466000	3724
460.319000	3746
460.173000	3697
460.026000	3699
459.880000	3742
459.733000	3721
459.586000	3744
459.440000	3774
459.293000	3756
459.147000	3728
459.000000	3724
