wavelength_nm	intensity
645.357000	3731
645.204000	3700
645.052000	3657
644.900000	3702
644.747000	3748
644.595000	3734
644.443000	3664
644.290000	3703
644.138000	3751
643.986000	3711
643.833000	3671
643.681000	3710
643.529000	3715
643.376000	3694
643.224000	3721
643.072000	3678
642.919000	3681
642.767000	3741
642.615000	3738
642.462000	3726
642.310000	3761
642.158000	3738
642.005000	3705
641.853000	3744
641.701000	3685
641.548000	3688
641.396000	3730
641.244000	3735
641.091000	3694
640.939000	3681
640.787000	3729
640.634000	3687
640.482000	3679
640.330000	3720
640.177000	3721
640.025000	3727
639.873000	3712
639.720000	3678
639.568000	3708
639.416000	3739
639.263000	3700
639.111000	3727
638.959000	3767
638.806000	3744
638.654000	3712
638.502000	3712
638.349000	3765
638.197000	3730
638.045000	3712
637.892000	3720
637.740000	3691
637.588000	3650
637.435000	3693
637.283000	3720
637.131000	3734
636.979000	3741
636.826000	3753
636.674000	3784
636.521000	3773
636.369000	3772
636.217000	3771
636.065000	3702
635.912000	3702
635.760000	3703
635.608000	3689
635.455000	3715
635.303000	3719
635.151000	3752
634.998000	3764
634.846000	3747
634.694000	3755
634.541000	3727
634.389000	3719
634.237000	3729
634.084000	3753
633.932000	3732
633.780000	3760
633.627000	3756
633.475000	3732
633.323000	3724
633.170000	3704
633.018000	3718
632.866000	3758
632.713000	3781
632.561000	3756
632.409000	3737
632.256000	3751
632.104000	3739
631.952000	3765
631.799000	3789
631.647000	3740
631.495000	3740
631.342000	3772
631.190000	3772
631.038000	3713
630.885000	3742
630.733000	3762
630.581000	3779
630.428000	3754
630.276000	3780
630.124000	3750
629.971000	3733
629.819000	3751
629.667000	3748
629.514000	3765
629.362000	3770
629.210000	3759
629.057000	3765
628.905000	3774
628.753000	3749
628.600000	3707
628.448000	3740
628.296000	3764
628.143000	3764
627.991000	3749
627.839000	3732
627.686000	3762
627.534000	3720
627.382000	3722
627.229000	3759
627.077000	3789
626.925000	3791
626.772000	3765
626.620000	3781
626.468000	3785
626.315000	3768
626.163000	3771
626.011000	3729
625.858000	3762
625.706000	3778
625.554000	3798
625.401000	3793
625.249000	3747
625.097000	3743
624.944000	3764
624.792000	3778
624.640000	3806
624.487000	3839
624.335000	3788
624.183000	3710
624.030000	3719
623.878000	3768
623.726000	3795
623.573000	3807
623.421000	3819
623.269000	3788
623.116000	3769
622.964000	3764
622.812000	3805
622.659000	3777
622.507000	3787
622.355000	3770
622.202000	3771
622.050000	3805
621.898000	3786
621.745000	3803
621.593000	3817
621.441000	3778
621.288000	3759
621.136000	3781
620.984000	3778
620.831000	3792
620.679000	3782
620.527000	3768
620.374000	3777
620.222000	3802
620.070000	3799
619.917000	3813
619.765000	3780
619.613000	3738
619.460000	3734
619.308000	3749
619.156000	3772
619.003000	3787
618.851000	3825
618.699000	3800
618.546000	3762
618.394000	3764
618.242000	3756
618.089000	3759
617.937000	3797
617.785000	3805
617.632000	3795
617.480000	3853
617.328000	3829
617.175000	3810
617.023000	3808
616.871000	3841
616.718000	3848
616.566000	3833
616.414000	3822
616.261000	3787
616.109000	3773
615.957000	3813
615.804000	3821
615.652000	3814
615.500000	3806
615.347000	3808
615.195000	3803
615.043000	3859
614.890000	3818
614.738000	3795
614.586000	3843
614.433000	3863
614.281000	3841
614.129000	3828
613.976000	3795
613.824000	3820
613.672000	3828
613.519000	3808
613.367000	3784
613.215000	3802
613.063000	3823
612.910000	3813
612.758000	3808
612.606000	3814
612.453000	3811
612.301000	3784
612.149000	3806
611.996000	3828
611.844000	3781
611.692000	3799
611.539000	3852
611.387000	3838
611.235000	3838
611.082000	3842
610.930000	3872
610.778000	3801
610.625000	3830
610.473000	3864
610.321000	3835
610.168000	3827
610.016000	3883
609.864000	3876
609.711000	3805
609.559000	3828
609.407000	3839
609.254000	3812
609.102000	3877
608.950000	3876
608.797000	3804
608.645000	3811
608.493000	3833
608.340000	3839
608.188000	3854
608.036000	3868
607.883000	3872
607.731000	3879
607.579000	3848
607.426000	3838
607.274000	3847
607.122000	3834
606.969000	3794
606.817000	3865
606.665000	3873
606.512000	3854
606.360000	3852
606.208000	3819
606.055000	3819
605.903000	3821
605.751000	3848
605.598000	3860
605.446000	3883
605.294000	3855
605.141000	3853
604.989000	3902
604.837000	3852
604.684000	3831
604.532000	3852
604.380000	3845
604.227000	3880
604.075000	3888
603.923000	3869
603.770000	3836
603.618000	3825
603.466000	3864
603.313000	3855
603.161000	3870
603.009000	3812
602.856000	3814
602.704000	3842
602.552000	3861
602.399000	3817
602.247000	3882
602.095000	3896
601.942000	3893
601.790000	3837
601.638000	3827
601.485000	3867
601.333000	3865
601.181000	3827
601.028000	3849
600.876000	3887
600.724000	3902
600.571000	3900
600.419000	3890
600.267000	3887
600.114000	3848
599.962000	3841
599.810000	3872
599.657000	3892
599.505000	3887
599.353000	3872
599.200000	3888
599.048000	3884
598.896000	3862
598.743000	3863
598.591000	3886
598.439000	3895
598.286000	3897
598.134000	3921
597.982000	3887
597.829000	3888
597.677000	3899
597.525000	3881
597.372000	3860
597.220000	3850
597.068000	3889
596.915000	3936
596.763000	3896
596.611000	3867
596.458000	3876
596.306000	3878
596.154000	3908
596.001000	3888
595.849000	3860
595.697000	3904
595.544000	3905
595.392000	3890
595.240000	3873
595.087000	3884
594.935000	3864
594.783000	3861
594.630000	3890
594.478000	3890
594.326000	3841
594.173000	3882
594.021000	3875
593.869000	3845
593.716000	3894
593.564000	3892
593.412000	3863
593.259000	3845
593.107000	3864
592.955000	3896
592.802000	3872
592.650000	3845
592.498000	3844
592.345000	3853
592.193000	3876
592.041000	3878
591.888000	3864
591.736000	3891
591.584000	3890
591.431000	3893
591.279000	3874
591.127000	3825
590.974000	3829
590.822000	3829
590.670000	3836
590.517000	3874
590.365000	3923
590.213000	3935
590.060000	3887
589.908000	3847
589.756000	3874
589.603000	3863
589.451000	3888
589.299000	3880
589.146000	3885
588.994000	3921
588.842000	3919
588.689000	3936
588.537000	3952
588.385000	3888
588.233000	3890
588.080000	3885
587.928000	3873
587.776000	3855
587.623000	3864
587.471000	3885
587.319000	3884
587.166000	3881
587.014000	3886
586.862000	3875
586.709000	3873
586.557000	3891
586.405000	3881
586.252000	3868
586.100000	3901
585.948000	3920
585.795000	3917
585.643000	3915
585.491000	3902
585.338000	3877
585.186000	3860
585.034000	3837
584.881000	3867
584.729000	3857
584.577000	3881
584.424000	3910
584.272000	3917
584.120000	3927
583.967000	3900
583.815000	3857
583.663000	3870
583.510000	3882
583.358000	3904
583.206000	3870
583.053000	3839
582.901000	3898
582.749000	3875
582.596000	3839
582.444000	3863
582.292000	3881
582.139000	3860
581.987000	3869
581.835000	3880
581.682000	3902
581.530000	3902
581.378000	3901
581.225000	3921
581.073000	3912
580.921000	3865
580.768000	3856
580.616000	3860
580.464000	3839
580.311000	3874
580.159000	3885
580.007000	3885
579.854000	3891
579.702000	3826
579.550000	3846
579.397000	3877
579.245000	3885
579.093000	3893
578.940000	3890
578.788000	3879
578.636000	3898
578.483000	3925
578.331000	3938
578.179000	3894
578.026000	3874
577.874000	3803
577.722000	3808
577.569000	3853
577.417000	3827
577.265000	3848
577.112000	3868
576.960000	3864
576.810000	3881
576.660000	3848
576.510000	3866
576.360000	3843
576.210000	3830
576.060000	3858
575.910000	3810
575.760000	3843
575.610000	3929
575.460000	3904
575.311000	3910
575.161000	3926
575.011000	3882
574.861000	3849
574.711000	3879
574.561000	3910
574.411000	3902
574.261000	3866
574.111000	3861
573.961000	3868
573.811000	3884
573.661000	3896
573.511000	3859
573.361000	3863
573.211000	3845
573.061000	3852
572.911000	3833
572.761000	3885
572.611000	3872
572.461000	3858
572.312000	3883
572.162000	3896
572.012000	3868
571.862000	3877
571.712000	3884
571.562000	3866
571.412000	3874
571.262000	3876
571.112000	3883
570.962000	3868
570.812000	3903
570.662000	3912
570.512000	3841
570.362000	3907
570.212000	3909
570.062000	3874
569.912000	3852
569.762000	3861
569.612000	3835
569.462000	3834
569.312000	3897
569.163000	3884
569.013000	3834
568.863000	3832
568.713000	3853
568.563000	3863
568.413000	3860
568.263000	3844
568.113000	3844
567.963000	3874
567.813000	3876
567.663000	3814
567.513000	3822
567.363000	3860
567.213000	3852
567.063000	3826
566.913000	3816
566.763000	3856
566.613000	3893
566.463000	3921
566.313000	3890
566.164000	3843
566.014000	3889
565.864000	3929
565.714000	3887
565.564000	3891
565.414000	3883
565.264000	3855
565.114000	3901
564.964000	3882
564.814000	3816
564.664000	3819
564.514000	3840
564.364000	3845
564.214000	3869
564.064000	3868
563.914000	3819
563.764000	3832
563.614000	3857
563.464000	3851
563.314000	3869
563.164000	3842
563.015000	3835
562.865000	3894
562.715000	3899
562.565000	3850
562.415000	3826
562.265000	3872
562.115000	3883
561.965000	3885
561.815000	3876
561.665000	3898
561.515000	3908
561.365000	3872
561.215000	3817
561.065000	3796
560.915000	3847
560.765000	3876
560.615000	3880
560.465000	3888
560.315000	3858
560.165000	3865
560.015000	3863
559.866000	3872
559.716000	3860
559.566000	3900
559.416000	3862
559.266000	3814
559.116000	3821
558.966000	3854
558.816000	3856
558.666000	3827
558.516000	3868
558.366000	3880
558.216000	3874
558.066000	3878
557.916000	3873
557.766000	3878
557.616000	3880
557.466000	3876
557.316000	3834
557.166000	3890
557.016000	3877
556.866000	3864
556.717000	3858
556.567000	3864
556.417000	3850
556.267000	3891
556.117000	3904
555.967000	3876
555.817000	3845
555.667000	3866
555.517000	3868
555.367000	3873
555.217000	3860
555.067000	3843
554.917000	3865
554.767000	3897
554.617000	3893
554.467000	3897
554.317000	3823
554.167000	3818
554.017000	3848
553.867000	3857
553.718000	3870
553.568000	3854
553.418000	3859
553.268000	3894
553.118000	3881
552.968000	3805
552.818000	3777
552.668000	3844
552.518000	3876
552.368000	3878
552.218000	3884
552.068000	3854
551.918000	3861
551.768000	3902
551.618000	3882
551.468000	3860
551.318000	3855
551.168000	3869
551.018000	3898
550.868000	3873
550.718000	3857
550.569000	3881
550.419000	3895
550.269000	3862
550.119000	3854
549.969000	3845
549.819000	3885
549.669000	3900
549.519000	3879
549.369000	3907
549.219000	3888
549.069000	3866
548.919000	3859
548.769000	3883
548.619000	3889
548.469000	3821
548.319000	3819
548.169000	3824
548.019000	3849
547.869000	3859
547.719000	3889
547.570000	3864
547.420000	3891
547.270000	3884
547.120000	3852
546.970000	3864
546.820000	3845
546.670000	3860
546.520000	3866
546.370000	3879
546.220000	3899
546.070000	3840
545.923000	3883
545.777000	3945
545.630000	3865
545.484000	3835
545.337000	3783
545.191000	3817
545.044000	3840
544.897000	3824
544.751000	3891
544.604000	3879
544.458000	3901
544.311000	3889
544.164000	3834
544.018000	3820
543.871000	3833
543.725000	3837
543.578000	3835
543.432000	3851
543.285000	3867
543.138000	3867
542.992000	3822
542.845000	3814
542.699000	3800
542.552000	3839
542.405000	3851
542.259000	3814
542.112000	3855
541.966000	3859
541.819000	3814
541.673000	3866
541.526000	3874
541.379000	3833
541.233000	3835
541.086000	3842
540.940000	3828
540.793000	3841
540.646000	3853
540.500000	3900
540.353000	3897
540.207000	3885
540.060000	3838
539.914000	3840
539.767000	3849
539.620000	3800
539.474000	3825
539.327000	3835
539.181000	3799
539.034000	3800
538.887000	3830
538.741000	3869
538.594000	3841
538.448000	3830
538.301000	3805
538.155000	3790
538.008000	3794
537.861000	3827
537.715000	3844
537.568000	3853
537.422000	3859
537.275000	3869
537.128000	3873
536.982000	3811
536.835000	3767
536.689000	3790
536.542000	3851
536.396000	3863
536.249000	3875
536.102000	3835
535.956000	3798
535.809000	3837
535.663000	3839
535.516000	3840
535.369000	3854
535.223000	3820
535.076000	3817
534.930000	3819
534.783000	3821
534.637000	3849
534.490000	3876
534.343000	3872
534.197000	3870
534.050000	3851
533.904000	3862
533.757000	3870
533.610000	3868
533.464000	3890
533.317000	3869
533.171000	3858
533.024000	3852
532.878000	3862
532.731000	3846
532.584000	3796
532.438000	3831
532.291000	3814
532.145000	3795
531.998000	3808
531.851000	3811
531.705000	3823
531.558000	3841
531.412000	3842
531.265000	3799
531.119000	3788
530.972000	3799
530.825000	3819
530.679000	3856
530.532000	3856
530.386000	3836
530.239000	3818
530.093000	3823
529.946000	3831
529.799000	3786
529.653000	3776
529.506000	3822
529.360000	3812
529.213000	3827
529.066000	3877
528.920000	3848
528.773000	3860
528.627000	3850
528.480000	3819
528.334000	3810
528.187000	3864
528.040000	3861
527.894000	3810
527.747000	3840
527.601000	3864
527.454000	3842
527.307000	3819
527.161000	3858
527.014000	3899
526.868000	3834
526.721000	3825
526.575000	3856
526.428000	3840
526.281000	3823
526.135000	3812
525.988000	3788
525.842000	3783
525.695000	3819
525.548000	3845
525.402000	3815
525.255000	3818
525.109000	3836
524.962000	3860
524.816000	3896
524.669000	3843
524.522000	3807
524.376000	3816
524.229000	3819
524.083000	3826
523.936000	3860
523.789000	3825
523.643000	3810
523.496000	3833
523.350000	3823
523.203000	3824
523.057000	3833
522.910000	3850
522.763000	3822
522.617000	3803
522.470000	3864
522.324000	3831
522.177000	3820
522.030000	3814
521.884000	3836
521.737000	3842
521.591000	3839
521.444000	3814
521.298000	3808
521.151000	3806
521.004000	3833
520.858000	3911
520.711000	3889
520.565000	3833
520.418000	3838
520.271000	3833
520.125000	3845
519.978000	3883
519.832000	3856
519.685000	3808
519.539000	3810
519.392000	3777
519.245000	3815
519.099000	3867
518.952000	3793
518.806000	3799
518.659000	3809
518.513000	3816
518.366000	3822
518.219000	3801
518.073000	3778
517.926000	3795
517.780000	3824
517.633000	3831
517.486000	3821
517.340000	3806
517.193000	3854
517.047000	3812
516.900000	3785
516.754000	3818
516.607000	3841
516.460000	3820
516.314000	3839
516.167000	3846
516.021000	3797
515.874000	3770
515.727000	3785
515.581000	3804
515.434000	3788
515.288000	3803
515.141000	3801
514.995000	3785
514.848000	3790
514.701000	3796
514.555000	3827
514.408000	3816
514.262000	3771
514.115000	3779
513.968000	3788
513.822000	3840
513.675000	3816
513.529000	3784
513.382000	3767
513.236000	3791
513.089000	3804
512.942000	3794
512.796000	3810
512.649000	3820
512.503000	3803
512.356000	3797
512.209000	3753
512.063000	3776
511.916000	3798
511.770000	3801
511.623000	3799
511.477000	3800
511.330000	3779
511.183000	3759
511.037000	3726
510.890000	3747
510.744000	3778
510.597000	3770
510.450000	3716
510.304000	3731
510.157000	3765
510.011000	3777
509.864000	3737
509.718000	3710
509.571000	3740
509.424000	3746
509.278000	3773
509.131000	3788
508.985000	3813
508.838000	3819
508.691000	3768
508.545000	3746
508.398000	3780
508.252000	3750
508.105000	3740
507.959000	3754
507.812000	3743
507.665000	3747
507.519000	3780
507.372000	3767
507.226000	3767
507.079000	3751
506.932000	3754
506.786000	3763
506.639000	3719
506.493000	3757
506.346000	3762
506.200000	3735
506.053000	3771
505.906000	3766
505.760000	3768
505.613000	3772
505.467000	3745
505.320000	3729
505.173000	3727
505.027000	3722
504.880000	3703
504.734000	3696
504.587000	3714
504.441000	3736
504.294000	3736
504.147000	3734
504.001000	3695
503.854000	3715
503.708000	3713
503.561000	3675
503.415000	3714
503.268000	3752
503.121000	3752
502.975000	3759
502.828000	3705
502.682000	3711
502.535000	3702
502.388000	3671
502.242000	3698
502.095000	3725
501.949000	3737
501.802000	3729
501.656000	3702
501.509000	3713
501.362000	3716
501.216000	3741
501.069000	3719
500.923000	3671
500.776000	3707
500.629000	3730
500.483000	3721
500.336000	3719
500.190000	3720
500.043000	3746
499.897000	3728
499.750000	3712
499.603000	3698
499.457000	3681
499.310000	3693
499.164000	3701
499.017000	3707
498.870000	3693
498.724000	3693
498.577000	3691
498.431000	3685
498.284000	3711
498.138000	3679
497.991000	3684
497.844000	3699
497.698000	3729
497.551000	3708
497.405000	3680
497.258000	3650
497.111000	3670
496.965000	3668
496.818000	3676
496.672000	3674
496.525000	3675
496.379000	3686
496.232000	3669
496.085000	3664
495.939000	3650
495.792000	3626
495.646000	3654
495.499000	3692
495.352000	3625
495.206000	3622
495.059000	3693
494.913000	3700
494.766000	3676
494.620000	3690
494.473000	3705
494.326000	3692
494.180000	3684
494.033000	3672
493.887000	3631
493.740000	3635
493.593000	3648
493.447000	3612
493.300000	3607
493.154000	3618
493.007000	3653
492.861000	3647
492.714000	3616
492.567000	3624
492.421000	3620
492.274000	3630
492.128000	3648
491.981000	3658
491.834000	3636
491.688000	3646
491.541000	3642
491.395000	3615
491.248000	3612
491.102000	3629
490.955000	3609
490.808000	3649
490.662000	3646
490.515000	3632
490.369000	3638
490.222000	3650
490.076000	3648
489.929000	3625
489.782000	3624
489.636000	3633
489.489000	3640
489.343000	3624
489.196000	3655
489.049000	3664
488.903000	3666
488.756000	3649
488.610000	3631
488.463000	3645
488.317000	3638
488.170000	3614
488.023000	3632
487.877000	3675
487.730000	3646
487.584000	3639
487.437000	3657
487.290000	3660
487.144000	3681
486.997000	3671
486.851000	3622
486.704000	3588
486.558000	3647
486.411000	3638
486.264000	3638
486.118000	3651
485.971000	3660
485.825000	3646
485.678000	3666
485.531000	3635
485.385000	3594
485.238000	3585
485.092000	3586
484.945000	3596
484.799000	3644
484.652000	3640
484.505000	3582
484.359000	3601
484.212000	3627
484.066000	3628
483.919000	3644
483.772000	3609
483.626000	3622
483.479000	3621
483.333000	3614
483.186000	3634
483.040000	3643
482.893000	3649
482.746000	3626
482.600000	3617
482.453000	3623
482.307000	3638
482.160000	3624
482.013000	3601
481.867000	3631
481.720000	3636
481.574000	3604
481.427000	3621
481.281000	3619
481.134000	3620
480.987000	3640
480.841000	3650
480.694000	3614
480.548000	3618
480.401000	3642
480.254000	3650
480.108000	3648
479.961000	3624
479.815000	3616
479.668000	3670
479.522000	3632
479.375000	3621
479.228000	3604
479.082000	3614
478.935000	3620
478.789000	3606
478.642000	3610
478.495000	3642
478.349000	3646
478.202000	3652
478.056000	3614
477.909000	3599
477.763000	3598
477.616000	3622
477.469000	3680
477.323000	3677
477.176000	3672
477.030000	3662
476.883000	3698
476.736000	3667
476.590000	3617
476.443000	3622
476.297000	3690
476.150000	3697
476.004000	3667
475.857000	3666
475.710000	3641
475.564000	3666
475.417000	3689
475.271000	3667
475.124000	3667
474.978000	3615
474.831000	3606
474.684000	3664
474.538000	3697
474.391000	3697
474.245000	3661
474.098000	3696
473.951000	3712
473.805000	3661
473.658000	3684
473.512000	3679
473.365000	3659
473.219000	3697
473.072000	3715
472.925000	3702
472.779000	3696
472.632000	3714
472.486000	3729
472.339000	3712
472.192000	3695
472.046000	3698
471.899000	3677
471.753000	3694
471.606000	3730
471.460000	3746
471.313000	3725
471.166000	3730
471.020000	3729
470.873000	3691
470.727000	3736
470.580000	3757
470.433000	3727
470.287000	3715
470.140000	3713
469.994000	3681
469.847000	3686
469.701000	3718
469.554000	3729
469.407000	3739
469.261000	3715
469.114000	3702
468.968000	3723
468.821000	3740
468.674000	3731
468.528000	3734
468.381000	3743
468.235000	3767
468.088000	3749
467.942000	3739
467.795000	3766
467.648000	3764
467.502000	3771
467.355000	3755
467.209000	3776
467.062000	3763
466.915000	3765
466.769000	3784
466.622000	3782
466.476000	3809
466.329000	3798
466.183000	3744
466.036000	3751
465.889000	3817
465.743000	3818
465.596000	3863
465.450000	3860
465.303000	3828
465.156000	3823
465.010000	3815
464.863000	3794
464.717000	3810
464.570000	3831
464.424000	3830
464.277000	3823
464.130000	3821
463.984000	3830
463.837000	3825
463.691000	3806
463.544000	3810
463.397000	3819
463.251000	3855
463.104000	3856
462.958000	3831
462.811000	3850
462.665000	3860
462.518000	3815
462.371000	3812
462.225000	3824
462.078000	3880
461.932000	3888
461.785000	3872
461.639000	3875
461.492000	3883
461.345000	3930
461.199000	3883
461.052000	3889
460.906000	3852
460.759000	3886
460.612000	3924
460.466000	3923
460.319000	3890
460.173000	3943
460.026000	4007
459.880000	3983
459.733000	3974
459.586000	4024
459.440000	3945
459.293000	3929
459.147000	3972
459.000000	3960
